word,Reading,JLPT Level,Frequency Rank,Meaning
家賃,やちん,N3,0,rent
厄介,やっかい,N3,0,"trouble, burden, care"
宿,やど,N3,3630,"inn, lodging"
雇う,やとう,N3,0,"to employ, to hire"
屋根,やね,N3,5004,roof
破る,やぶる,N3,13158,to tear; to violate; to defeat
破れる,やぶれる,N3,0,"to get torn, to wear out"
辞める,やめる,N3,0,to retire
やや,やや,N3,3230,"a little, partially, somewhat"
唯一,ゆいいつ,N3,1746,"only, sole, unique"
勇気,ゆうき,N3,7223,"courage, bravery, boldness"
友好,ゆうこう,N3,7150,friendship
有効,ゆうこう,N3,2566,"valid, effectual"
優秀,ゆうしゅう,N3,3095,"superiority, excellence"
優勝,ゆうしょう,N3,380,"overall victory, championship"
友情,ゆうじょう,N3,7604,"friendship, fellowship"
友人,ゆうじん,N3,2527,friend (formal)
有能,ゆうのう,N3,17937,"able, capable, efficient"
郵便,ゆうびん,N3,520,"mail, postal service"
ユーモア,ユーモア,N3,15971,humor
有利,ゆうり,N3,8164,"advantageous, better"
床,ゆか,N3,2631,floor
愉快,ゆかい,N3,0,"pleasant, happy"
譲る,ゆずる,N3,17761,"to turn over, to assign, to hand over"
豊か,ゆたか,N3,6273,"abundant, wealthy, plentiful, rich"
茹でる,ゆでる,N3,0,to boil
許す,ゆるす,N3,16147,"to permit, to allow, to approve"
夜,よ,N3,1004,"evening, night"
夜明け,よあけ,N3,8379,"dawn, daybreak"
酔う,よう,N3,0,to get drunk
容易,ようい,N3,4162,"easy, simple, plain"
陽気,ようき,N3,17083,"season, weather, cheerfulness"
要求,ようきゅう,N3,2331,"request, demand"
用心,ようじん,N3,0,"care, precaution, caution"
様子,ようす,N3,2390,"aspect, state, appearance"
要するに,ようするに,N3,14495,"in a word, after all, in short …"
要素,ようそ,N3,2140,element
要点,ようてん,N3,0,"gist, main point"
曜日,ようび,N3,8232,day of the week
ヨーロッパ,ヨーロッパ,N3,935,Europe
予期,よき,N3,0,"expectation, forecast"
横切る,よこぎる,N3,0,"to cross (e.g., arms), to traverse"
汚す,よごす,N3,0,"to pollute, to make dirty"
予算,よさん,N3,4017,"estimate, budget"
止す,よす,N3,0,"to cease, to give up"
予測,よそく,N3,5985,"prediction, estimation"
ヨット,ヨット,N3,16032,yacht
夜中,よなか,N3,0,"midnight, dead of night"
世の中,よのなか,N3,11198,"society, the world"
余分,よぶん,N3,0,"extra, excess, surplus"
予報,よほう,N3,6088,"forecast, prediction"
予防,よぼう,N3,6089,"prevention, protection against"
読み,よみ,N3,366,reading
嫁,よめ,N3,8823,"bride, daughter-in-law"
余裕,よゆう,N3,10401,excess; surplus
より,より,N3,105,"twist, ply"
因る,よる,N3,0,to come from
喜び,よろこび,N3,9024,"joy, pleasure, rejoicing"
よろしく,よろしく,N3,906,"best regards, please remember me"
四,よん,N3,442,four
来,らい～,N3,1248,next ~
ライター,ライター,N3,5759,lighter; writer
楽,らく,N3,2773,"comfort, ease"
ラケット,ラケット,N3,0,racket
利益,りえき,N3,1900,"profits, gains"
理解,りかい,N3,755,"understanding, comprehension"
陸,りく,N3,3623,"land, shore"
利口,りこう,N3,0,"clever, shrewd, bright"
離婚,りこん,N3,4444,divorce
理想,りそう,N3,5597,ideal
率,りつ,N3,774,"rate, ratio, percentage"
留学,りゅうがく,N3,4714,studying abroad
流行,りゅうこう,N3,3245,"fashionable, fad, prevailing"
量,りょう,N3,912,"quantity, amount"
寮,りょう,N3,4528,"hostel, dormitory"
両替,りょうがえ,N3,0,"change, money exchange"
料金,りょうきん,N3,3357,"fee, charge, fare"
例,れい,N3,638,"instance, example, case"
礼,れい,N3,4209,expression of gratitude; bow
例外,れいがい,N3,4105,exception
礼儀,れいぎ,N3,10245,"manners, courtesy, etiquette"
冷静,れいせい,N3,6740,"calm, coolness"
列,れつ,N3,2634,"queue, line, row"
列車,れっしゃ,N3,750,train (ordinary)
レベル,レベル,N3,1731,level
連想,れんそう,N3,12737,"association (of ideas), suggestion"
連続,れんぞく,N3,507,"consecutive, continuity, continuing"
老人,ろうじん,N3,4939,"the aged, old person"
労働,ろうどう,N3,1219,"labor, work"
ロケット,ロケット,N3,3015,"locket, rocket"
論じる,ろんじる,N3,18624,"to argue, to discuss"
論争,ろんそう,N3,3874,"controversy, dispute"
論文,ろんぶん,N3,1980,"thesis, paper"
輪,わ,N3,2035,"ring, hoop, circle"
ワイン,ワイン,N3,4882,wine
わがまま,わがまま,N3,15370,"selfishness, egoism, willfulness"
別れ,わかれ,N3,5216,"parting, separation, farewell"
分かれる,わかれる,N3,10302,"to branch, to fork, to diverge to separate, to split, to divide to disperse, to scatter"
脇,わき,N3,5679,side
湧く,わく,N3,0,"to boil, to grow hot"
分ける,わける,N3,8352,"to divide, to separate"
わざと,わざと,N3,15637,on purpose
僅か,わずか,N3,8010,"only, merely, a little"
綿,わた,N3,12412,cotton
話題,わだい,N3,2050,"topic, subject"
笑い,わらい,N3,7291,"laugh, laughter, smile"
割る,わる,N3,0,"to divide, to break"
悪口,わるくち,N3,0,"abuse, insult"
我々,われわれ,N3,5979,we
湾,わん,N3,3183,"bay, gulf, inlet"
椀,わん,N3,0,bowl
碗,わん,N3,0,bowl
悪,あく,N3,3852,"evil, vice"
当り,あたり,N3,0,"hit, success, reaching the mark"
アップ,アップ,N3,911,up
宛てる,あてる,N3,0,"to address, to put"
アンケート,アンケート,N3,4723,"questionnaire (FRE: enquete), survey"
異,い,N3,2859,difference (of opinion)
意,い,N3,3755,will
医院,いいん,N3,10729,"doctor's office (surgery), clinic"
怒り,いかり,N3,4821,anger
粋,いき,N3,19489,"chic, style, purity"
意地,いじ,N3,0,"disposition, spirit, obstinacy, appetite"
依然,いぜん,N3,0,"still, as yet"
傷める,いためる,N3,0,"to damage, to impair, to spoil"
炒める,いためる,N3,0,to stir-fry
一帯,いったい,N3,6702,"a region, the whole place"
異動,いどう,N3,6835,"a change, transfer"
衣料,いりょう,N3,18348,clothing
渦,うず,N3,14040,swirl
埋まる,うまる,N3,0,"to be buried, to be filled"
産む,うむ,N3,19373,"to give birth (v.t.), to deliver, to produce"
縁,えん,N3,3129,"chance, tie, relationship"
尾,お,N3,2967,"tail, ridge"
負う,おう,N3,10656,"to bear, to owe"
遅れ,おくれ,N3,3055,"delay, lag"
教え,おしえ,N3,2184,"teachings, doctrine"
驚き,おどろき,N3,10680,"surprise, astonishment, wonder"
織る,おる,N3,0,to weave
欠く,かく,N3,12325,"to lack, to crack"
角,かく,N3,1734,angle
核,かく,N3,2359,"nucleus, kernel"
格,かく,N3,3010,"status, character, case"
学歴,がくれき,N3,6234,academic background
駆ける,かける,N3,0,to run
賭ける,かける,N3,0,"to bet, to risk, to gamble"
課題,かだい,N3,4188,"subject, theme, task"
片付け,かたづけ,N3,0,"tidying up, finishing"
加味,かみ,N3,0,"seasoning, flavoring"
借り,かり,N3,6756,"borrowing, debt, loan"
狩り,かり,N3,7376,hunting
管,かん,N3,2652,"pipe, tube"
～観,かん,N3,0,"feeling, view"
癌,がん,N3,6772,cancer
刊行,かんこう,N3,1767,"publication, issue"
慣行,かんこう,N3,18780,"customary practice, habit, traditional event"
歓声,かんせい,N3,0,"cheer, shout of joy"
官僚,かんりょう,N3,3901,"bureaucrat, bureaucracy"
器官,きかん,N3,13330,"organ (of body, instrument)"
季刊,きかん,N3,16093,"quarterly (e.g., magazine)"
起源,きげん,N3,3832,"origin, beginning, rise"
機構,きこう,N3,1392,"mechanism, organization"
築く,きずく,N3,17580,"to build, to establish"
規制,きせい,N3,2922,regulation
丘陵,きゅうりょう,N3,8444,hill
協議,きょうぎ,N3,2128,"conference, discussion, negotiation"
享受,きょうじゅ,N3,0,"enjoyment, being given"
協調,きょうちょう,N3,12847,"co-operation, conciliation, harmony"
切り,きり,N3,7403,"limits, place to leave off"
菌,きん,N3,5072,"germ, bacterium"
近視,きんし,N3,0,nearsightedness
苦,く,N3,14872,"trouble, worry, difficulty"
群,ぐん,N3,793,group
刑,けい,N3,6195,"penalty, sentence, punishment"
経緯,けいい,N3,2320,"sequence of events, course"
計器,けいき,N3,0,"meter, gauge"
契機,けいき,N3,9555,"opportunity, chance"
携帯,けいたい,N3,2350,carrying something; mobile telephone
形態,けいたい,N3,1763,"form, shape, figure"
血管,けっかん,N3,8713,blood vessel
決行,けっこう,N3,0,"doing (with resolve), carrying out (e.g., a plan)"
件,けん,N3,806,"matter, case, item"
減少,げんしょう,N3,2864,"decrease, reduction, decline"
公演,こうえん,N3,900,public performance
後悔,こうかい,N3,14773,"regret, repentance"
航海,こうかい,N3,5040,"sail, voyage"
拘束,こうそく,N3,6263,"restriction, restraint"
荒廃,こうはい,N3,14707,ruin
降伏,こうふく,N3,5835,"capitulation, surrender, submission"
興奮,こうふん,N3,10562,"excitement, stimulation"
語句,ごく,N3,9270,"words, phrases"
個々,ここ,N3,5975,"individual, one by one"
故人,こじん,N3,12535,the deceased
小銭,こぜに,N3,0,"coins, small change"
ことによると,ことによると,N3,0,(depending on the circumstances)
コンテスト,コンテスト,N3,4321,contest
採集,さいしゅう,N3,13632,"collecting, gathering"
作,さく,N3,314,"a work, a harvest"
策,さく,N3,3586,"plan, policy"
設備,せつび,N3,2440,"equipment, device, facilities"
絶滅,ぜつめつ,N3,4449,"destruction, extinction"
節約,せつやく,N3,18981,"economizing, saving"
責める,せめる,N3,0,"to condemn, to blame, to criticize"
善,ぜん,N3,3631,"good, virtue"
全,ぜん,N3,248,"all, whole, entire"
全員,ぜんいん,N3,2162,all members
専攻,せんこう,N3,2561,"major subject, special study"
全国,ぜんこく,N3,504,"the entire nation, country-wide, nation-wide"
洗剤,せんざい,N3,0,"detergent, cleanser, cleaning agent, washing material"
先日,せんじつ,N3,10760,"the other day, a few days ago"
前者,ぜんしゃ,N3,5115,the former
選手,せんしゅ,N3,93,player selected for a team (usually athletic)
前進,ぜんしん,N3,8844,"advance, drive, progress"
センター,センター,N3,437,center
全体,ぜんたい,N3,962,"whole, entirety, whatever (is the matter)"
選択,せんたく,N3,1707,"selection, choice"
象,ぞう,N3,8020,elephant
騒音,そうおん,N3,13235,noise
増加,ぞうか,N3,2208,"increase, addition"
操作,そうさ,N3,1644,"operation, management, processing"
想像,そうぞう,N3,5858,"imagination, guess"
相続,そうぞく,N3,5533,"succession, inheritance"
装置,そうち,N3,1287,"equipment, installation, apparatus"
相当,そうとう,N3,1889,"considerably, fairly; worth ~"
速度,そくど,N3,1640,"speed, velocity, rate"
底,そこ,N3,5288,"bottom, sole"
そこで,そこで,N3,2520,"so (conj.), accordingly"
組織,そしき,N3,715,organization; structure; tissue
注ぐ,そそぐ,N3,15571,to pour (into)
育つ,そだつ,N3,8255,"to be brought up, to grow (up)"
そっくり,そっくり,N3,10254,the splitting image of; entirely
そっと,そっと,N3,0,"softly, gently"
袖,そで,N3,10111,sleeve
備える,そなえる,N3,9857,"to prepare, to furnish, to store"
具える,そなえる,N3,0,to be furnished with
そのうえ,そのうえ,N3,0,"in addition, furthermore"
そのうち,そのうち,N3,8185,"before long, eventually, sooner or later"
そのまま,そのまま,N3,1504,"without change, as it is (e.g., now)"
ソファー,ソファー,N3,0,"sofa, couch"
粗末,そまつ,N3,0,"humble, miserable, crude"
それぞれ,それぞれ,N3,818,"each, every, respectively"
それでも,それでも,N3,3905,"but (still), and yet, nevertheless"
それと,それと,N3,17509,and
それとも,それとも,N3,8265,"or, or else"
揃う,そろう,N3,0,"to become complete, to be equal"
揃える,そろえる,N3,0,"to collect, to gather, to get together, to complete (a collection) to arrange, to put in order, to prepare, to get ready to make uniform, to make even, to match"
損,そん,N3,15369,"loss, disadvantage"
損害,そんがい,N3,4790,"damage, loss"
尊敬,そんけい,N3,8373,"respect, reverence, honor"
存在,そんざい,N3,304,"existence, being"
尊重,そんちょう,N3,7163,"respect, esteem, regard"
田,た,N3,1813,rice field
他,た,N3,175,other (esp. places and things)
対,たい,N3,879,"pair, couple, set"
大,だい,N3,110,"big, great"
題,だい,N3,4660,"title, subject, theme"
体育,たいいく,N3,2079,"physical education, gymnastics, athletics"
体温,たいおん,N3,0,temperature (body)
大会,たいかい,N3,206,"convention, (big) tournament, mass meeting"
大気,たいき,N3,6987,atmosphere
代金,だいきん,N3,18596,"price, cost"
退屈,たいくつ,N3,17189,"tedium, boring"
滞在,たいざい,N3,5021,"stay, sojourn"
大使,たいし,N3,2434,ambassador
大した,たいした,N3,0,"significant, great, considerable"
体重,たいじゅう,N3,1409,(body) weight
対象,たいしょう,N3,516,"target; object (of worship, study, etc.); subject (i.e., of taxation)"
大臣,だいじん,N3,1046,cabinet minister
対する,たいする,N3,0,"to face, to confront, to oppose"
大戦,たいせん,N3,1222,"great war, great battle"
態度,たいど,N3,3566,"attitude, manner"
大統領,だいとうりょう,N3,1056,president
大半,たいはん,N3,3707,"most of, majority, mostly"
代表,だいひょう,N3,148,"representative, delegation"
大部分,だいぶぶん,N3,0,"most part, majority"
タイプライター,タイプライター,N3,0,typewriter
逮捕,たいほ,N3,2342,"arrest, apprehension, capture"
ダイヤ,ダイヤ,N3,2944,(railway) schedule; diamond
太陽,たいよう,N3,1850,sun
平ら,たいら,N3,0,"flatness, level, smooth"
代理,だいり,N3,3134,"representation, proxy, deputy"
大陸,たいりく,N3,2264,continent
倒す,たおす,N3,6869,"to throw down, to beat"
タオル,タオル,N3,17513,(hand) towel
だが,だが,N3,4126,"but, however"
互い,たがい,N3,11811,"mutual, each other"
宝,たから,N3,2265,treasure
宅,たく,N3,5388,"house, home"
炊く,たく,N3,0,"to boil, to cook"
焚く,たく,N3,0,"to burn, to kindle, to build a fire"
抱く,だく,N3,9744,"to embrace, to hug"
だけど,だけど,N3,0,however
たしか,たしか,N3,15724,"certain, sure, if I remember correctly"
確かめる,たしかめる,N3,0,"to ascertain, to make sure"
多少,たしょう,N3,6410,a little (same as 少し (すこし))
助かる,たすかる,N3,0,to be saved; (something) helps (v.i.)
助ける,たすける,N3,9981,"to help (v.t.), to save, to rescue"
ただ,ただ,N3,1267,free of charge; just (~); only (~)
只,ただ,N3,17686,"free of charge, mere, only"
唯,ただ,N3,5641,"mere, sole, plain"
戦い,たたかい,N3,881,"battle, fight"
戦う,たたかう,N3,3869,"to fight, to compete, to battle"
叩く,たたく,N3,19236,"to strike, to beat"
直ちに,ただちに,N3,9320,"at once, immediately"
立ち上がる,たちあがる,N3,0,to stand up
立場,たちば,N3,2100,"standpoint, position, situation"
建つ,たつ,N3,16792,"to be erected, to be built"
経つ,たつ,N3,4546,(time) passes
達する,たっする,N3,8160,"to reach, to get to"
たった,たった,N3,9846,"only, just"
だって,だって,N3,7238,"but, because, even"
たっぷり,たっぷり,N3,0,"full, in plenty, ample"
たとえ,たとえ,N3,6650,"even if, no matter, though"
谷,たに,N3,1595,valley
他人,たにん,N3,469,"unrelated person, stranger"
種,たね,N3,565,seed; material; cause
束,たば,N3,8371,"bunch, bundle"
度,たび,N3,340,counter for occurrences
旅,たび,N3,1493,"travel, trip, journey"
たびたび,たびたび,N3,7976,"often, repeatedly, frequently"
玉,たま,N3,2007,"ball, sphere, coin"
球,たま,N3,2043,"globe, sphere, ball"
弾,たま,N3,1228,"bullet, shot"
偶,たま,N3,0,"even number, couple, friend"
騙す,だます,N3,0,"to trick, to cheat, to deceive"
偶々,たまたま,N3,0,"unexpectedly, accidentally, by chance"
たまらない,たまらない,N3,0,"intolerable, unbearable, unendurable"
溜まる,たまる,N3,0,"to collect, to gather, to accumulate"
黙る,だまる,N3,0,to be silent
試し,ためし,N3,633,"trial, test"
試す,ためす,N3,0,"to attempt, to test"
溜める,ためる,N3,0,"to accumulate, to collect"
便り,たより,N3,0,"news, correspondence, letter"
頼る,たよる,N3,0,"to rely on, to have recourse to, to depend on"
段,だん,N3,965,"step, stair, grade"
単位,たんい,N3,1555,"credit (for a course in school); unit, denomination"
単語,たんご,N3,5250,word; vocabulary
男子,だんし,N3,766,young man
単純,たんじゅん,N3,3286,simplicity
誕生,たんじょう,N3,1081,birth
ダンス,ダンス,N3,2283,dance
団体,だんたい,N3,825,"organization, association"
担当,たんとう,N3,406,(in) charge
単なる,たんなる,N3,4473,"mere, simple, sheer"
単に,たんに,N3,2802,"simply, merely"
地,ち,N3,208,earth
地位,ちい,N3,3355,"(social) position, status"
地域,ちいき,N3,328,"area, region"
チーズ,チーズ,N3,10250,cheese
チーム,チーム,N3,199,team
知恵,ちえ,N3,10048,"wisdom, wit, intelligence"
地下,ちか,N3,2349,"basement, underground"
違い,ちがい,N3,1547,"difference, discrepancy"
違いない,ちがいない,N3,0,"(phrase) sure, no mistaking it, for certain"
近頃,ちかごろ,N3,0,"lately, recently, nowadays"
地球,ちきゅう,N3,1192,the earth
地区,ちく,N3,640,"district, section"
遅刻,ちこく,N3,0,"lateness, late coming"
知事,ちじ,N3,2747,prefectural governor
知識,ちしき,N3,2058,"knowledge, information"
父親,ちちおや,N3,1884,father
知能,ちのう,N3,8921,"intelligence, brains"
地平線,ちへいせん,N3,0,horizon
地方,ちほう,N3,416,"area, locality, region"
茶,ちゃ,N3,3549,tea
チャンス,チャンス,N3,6932,"chance, opportunity"
ちゃんと,ちゃんと,N3,6166,"perfectly, properly, exactly"
中,ちゅう,N3,80,"inside, middle, among"
注,ちゅう,N3,615,"annotation, explanatory note"
中央,ちゅうおう,N3,379,"central, center, middle"
中学,ちゅうがく,N3,2258,"middle school, junior high school"
中古,ちゅうこ,N3,10659,"used, second-hand"
中止,ちゅうし,N3,1891,"suspension, stoppage, discontinuance"
駐車,ちゅうしゃ,N3,3259,"parking (e.g., car)"
昼食,ちゅうしょく,N3,0,lunch (same as 昼ご飯 (ひるごはん))
中心,ちゅうしん,N3,593,"center, core"
注目,ちゅうもく,N3,2614,"notice, attention, observation"
注文,ちゅうもん,N3,8447,"order, request"
長期,ちょうき,N3,2430,long time period
調査,ちょうさ,N3,579,survey; investigation
調子,ちょうし,N3,10701,"condition, state, tune, tone"
頂上,ちょうじょう,N3,11743,"top, summit, peak"
ちょうだい,ちょうだい,N3,0,-- colloquial form of ください; typically used by children or women --
貯金,ちょきん,N3,10041,(bank) savings
直接,ちょくせつ,N3,1571,"direct, immediate, firsthand"
著者,ちょしゃ,N3,3424,"author, writer"
散らす,ちらす,N3,0,"to scatter, to disperse, to distribute"
散る,ちる,N3,0,"to fall, to scatter (e.g., blossoms)"
遂に,ついに,N3,12496,"finally, at last"
通過,つうか,N3,1932,"passage through, passing"
通貨,つうか,N3,4654,currency
通学,つうがく,N3,3784,commuting to school
通勤,つうきん,N3,6506,commuting to work
通行,つうこう,N3,5036,"passage, passing"
通じる,つうじる,N3,12026,"to run to, to lead to, to communicate"
通信,つうしん,N3,980,"correspondence, communications"
通訳,つうやく,N3,8592,"interpretation (i.e., oral translation) interpreter"
捕まる,つかまる,N3,0,to be arrested; to be caught
掴む,つかむ,N3,0,"to seize, to catch, to grasp"
疲れ,つかれ,N3,12753,"tiredness, fatigue"
付き合い,つきあい,N3,11679,socialization; friendship; association
付合う,つきあう,N3,0,"to associate with, to keep company with, to get on with"
次々,つぎつぎ,N3,5531,"in succession, one by one"
付く,つく,N3,7839,"to adjoin, to be attached, to adhere"
就く,つく,N3,12618,"to settle in (place), to take (seat position), to study (under teacher)"
突く,つく,N3,0,"to thrust, to strike; to poke"
次ぐ,つぐ,N3,6663,"to follow, to come after, to come next (to)"
注ぐ,つぐ,N3,15571,to pour (into)
付ける,つける,N3,4700,"to attach, to join, to add"
着ける,つける,N3,0,"to put on, to wear; to draw up"
伝わる,つたわる,N3,7179,"to spread (of a rumor, news, etc.), to travel, to circulate, to go around, to be passed around, to become known"
土,つち,N3,252,"earth, soil"
続き,つづき,N3,4181,"sequel, continuation"
包み,つつみ,N3,0,"bundle, package"
勤め,つとめ,N3,8675,"work, employment"
務め,つとめ,N3,816,duty
繋がる,つながる,N3,10921,"to be tied together, to be connected to, to be linked to"
繋ぐ,つなぐ,N3,16478,"to tie, to fasten, to connect"
繋げる,つなげる,N3,0,to connect
常に,つねに,N3,2686,always (same as いつも) (written expression)
翼,つばさ,N3,1962,wings
つまり,つまり,N3,2308,namely; in other words; in short
罪,つみ,N3,2473,"crime, fault, indiscretion"
詰める,つめる,N3,0,"to pack, to shorten, to work out (details)"
積もる,つもる,N3,0,to pile up
梅雨,つゆ,N3,0,rainy season
辛い,つらい,N3,15870,"painful, heart-breaking"
釣,つり,N3,18463,fishing
連れ,つれ,N3,4164,"companion, company"
出,で,N3,632,"outflow, coming (going) out, graduate (of)"
出会い,であい,N3,4399,"meeting, rendezvous, encounter"
出合い,であい,N3,0,an encounter
出会う,であう,N3,8048,"to meet by chance, to come across, to happen to encounter"
提案,ていあん,N3,434,"proposal, proposition, suggestion"
定期,ていき,N3,2276,fixed term
抵抗,ていこう,N3,3723,"resistance, opposition"
提出,ていしゅつ,N3,808,"presentation, submission, filing"
程度,ていど,N3,1176,"degree, amount, level"
停留所,ていりゅうじょ,N3,3801,bus or tram stop
デート,デート,N3,10065,date (in the sense of 'social engagement' only)
敵,てき,N3,1353,"enemy, rival"
出来事,できごと,N3,2837,"incident happening, event"
適する,てきする,N3,0,"to fit, to suit"
適切,てきせつ,N3,1507,"appropriate, adequate, relevance"
適度,てきど,N3,0,moderate
適用,てきよう,N3,1935,applying
できれば,できれば,N3,0,if possible…
手品,てじな,N3,0,"conjuring trick, magic"
ですから,ですから,N3,0,therefore
鉄,てつ,N3,1720,iron
哲学,てつがく,N3,1939,philosophy
手伝い,てつだい,N3,12232,"help, helper, assistant"
徹底,てってい,N3,7273,"thoroughness, completeness"
鉄道,てつどう,N3,181,railway; railroad
徹夜,てつや,N3,0,"staying up all night, sleepless night"
手間,てま,N3,7765,"time, labor"
デモ,デモ,N3,474,"demo, demonstration"
典型,てんけい,N3,4811,"type, pattern, archetypal"
天候,てんこう,N3,12445,weather
電子,でんし,N3,1386,electron; electronic
テント,テント,N3,16950,tent
伝統,でんとう,N3,2163,"tradition, convention"
天然,てんねん,N3,4463,"nature, spontaneity"
問い,とい,N3,11959,"question, query"
党,とう,N3,1035,party (political)
塔,とう,N3,2279,"tower, pagoda"
答案,とうあん,N3,0,"examination paper, examination script"
同一,どういつ,N3,2682,"identity, sameness, similarity"
銅貨,どうか,N3,0,copper coin
当時,とうじ,N3,412,"at that time, in those days (same as そのころ)"
動詞,どうし,N3,10003,verb
同時,どうじ,N3,2579,"simultaneous(ly), same time"
どうしても,どうしても,N3,7158,"at any cost, no matter what, no matter how hard one tries"
どうぞよろしく,どうぞよろしく,N3,0,pleased to meet you
到着,とうちゃく,N3,3030,arrival
道徳,どうとく,N3,9383,morals
投票,とうひょう,N3,827,"voting, poll"
東洋,とうよう,N3,3316,"the East, the Orient"
同様,どうよう,N3,527,"identical, same (kind), like"
童謡,どうよう,N3,13864,"children's song, nursery rhyme"
同僚,どうりょう,N3,6270,colleague; co-worker
道路,どうろ,N3,522,road
通す,とおす,N3,15920,"to let pass, to overlook, to continue"
通り過ぎる,とおりすぎる,N3,0,"to pass, to pass through"
都会,とかい,N3,10643,city
溶く,とく,N3,0,to dissolve (paint)
解く,とく,N3,13352,"to unfasten; answer, solve"
退く,どく,N3,0,"to retreat, to recede, to withdraw"
毒,どく,N3,5654,"poison, toxicant"
得意,とくい,N3,2939,"pride, triumph, prosperity"
読書,どくしょ,N3,7996,reading
独身,どくしん,N3,12592,"single, unmarried"
特徴,とくちょう,N3,1091,characteristic(s); feature(s); trait(s)
特長,とくちょう,N3,0,"forte, merit"
独特,どくとく,N3,5954,"peculiarity, uniqueness, characteristic"
独立,どくりつ,N3,781,"independence (e.g., Ind. Day), self-support"
溶ける,とける,N3,0,"(intransitive) to melt, to thaw, to fuse, to dissolve"
解ける,とける,N3,0,"to come untied, to come apart"
どこか,どこか,N3,0,"somewhere, anywhere"
ところが,ところが,N3,6596,"however, while, even if"
ところで,ところで,N3,8469,by the way; even if
登山,とざん,N3,5109,mountain-climbing
都市,とし,N3,427,"town, city, urban"
年月,としつき,N3,8827,months and years
図書,としょ,N3,3694,books
年寄,としより,N3,14238,"old people, the aged"
閉じる,とじる,N3,0,"to close (e.g., book, eyes), to shut"
途端,とたん,N3,0,"just (now, at the moment, etc.)"
土地,とち,N3,2010,"plot of land, lot, soil"
突然,とつぜん,N3,4312,"abruptly, suddenly, unexpectedly"
トップ,トップ,N3,1557,top
届く,とどく,N3,13219,to reach
とにかく,とにかく,N3,10583,"anyhow, at any rate, anyway"
飛ばす,とばす,N3,16434,"to skip over, to omit"
飛び出す,とびだす,N3,0,"to jump out, to rush out, to fly out"
留める,とめる,N3,0,"to fasten, to turn off, to detain"
泊める,とめる,N3,0,"to give shelter to, to lodge"
友,とも,N3,2231,"friend, companion, pal"
共に,ともに,N3,2981,"sharing with, participate in"
虎,とら,N3,2745,tiger
ドライブ,ドライブ,N3,4073,"drive, driving"
トラック,トラック,N3,2187,truck; (running) track
ドラマ,ドラマ,N3,274,drama
トランプ,トランプ,N3,7418,playing cards (lit: trump)
取り上げる,とりあげる,N3,12831,"to take up, to pick up; to confiscate"
努力,どりょく,N3,4591,"great effort, exertion, endeavor"
トレーニング,トレーニング,N3,625,training
ドレス,ドレス,N3,9414,dress
取れる,とれる,N3,13130,"to come off, to be taken off"
泥,どろ,N3,9341,mud
トン,トン,N3,1821,ton (1000 lbs.)
とんでもない,とんでもない,N3,0,"outrageous, No way!"
どんなに,どんなに,N3,19545,"how, how much"
トンネル,トンネル,N3,2372,tunnel
名,な,N3,54,"name, reputation"
内容,ないよう,N3,164,"subject, contents, detail"
なお,なお,N3,360,"still, yet"
仲,なか,N3,3079,"relation, relationship"
流す,ながす,N3,12840,"to drain, to float, to shed (e.g., blood, tears)"
半ば,なかば,N3,5314,"middle, halfway"
仲間,なかま,N3,2130,"company, fellow, colleague, associate"
中身,なかみ,N3,8650,"contents, interior, filling substance, content"
中味,なかみ,N3,0,"contents, interior, filling"
眺め,ながめ,N3,13650,scene; view; prospect; outlook
眺める,ながめる,N3,0,"to view, to gaze at"
流れ,ながれ,N3,1916,"stream, current"
流れる,ながれる,N3,3889,"to flow, to be washed away"
亡くす,なくす,N3,0,to lose someone
殴る,なぐる,N3,0,"to strike, to hit, to beat, to punch"
無し,なし,N3,3403,without
なぜなら,なぜなら,N3,17838,because
謎,なぞ,N3,2319,"riddle, puzzle, enigma"
納得,なっとく,N3,4557,"consent, assent, understanding"
何か,なにか,N3,0,something
なにも,なにも,N3,0,nothing
鍋,なべ,N3,6873,"saucepan, pot"
生,なま,N3,547,"raw, unprocessed"
怠ける,なまける,N3,0,"to be idle, to neglect"
波,なみ,N3,1817,wave
涙,なみだ,N3,3269,tear
悩む,なやむ,N3,18071,"to agonize, to be troubled"
鳴らす,ならす,N3,0,"to ring, to sound"
為る,なる,N3,0,"to change, to be of use, to reach to"
馴れる,なれる,N3,0,"to become domesticated, to become tame"
縄,なわ,N3,13594,rope
何で,なんで,N3,0,"Why, What for"
何でも,なんでも,N3,0,"by all means, everything"
何とか,なんとか,N3,11065,"somehow, anyhow, one way or another"
似合う,にあう,N3,0,"to suit (a person), to match (clothing), (something) becomes (someone)"
煮える,にえる,N3,0,"to boil, to cook, to be cooked"
苦手,にがて,N3,5986,"poor (at), weak (in), dislike (of)"
握る,にぎる,N3,16270,"to grasp, to seize, to mold sushi"
日,にち,N3,13,day
日常,にちじょう,N3,4206,"ordinary, regular, everyday"
日光,にっこう,N3,5244,sunlight
日中,にっちゅう,N3,0,"daytime, broad daylight"
にっこり,にっこり,N3,0,"smile sweetly, smile, grin"
日本,にほん,N3,32,Japan
入場,にゅうじょう,N3,5012,"entrance, admission, entering"
人気,にんき,N3,1326,popularity
人間,にんげん,N3,719,"human being, person"
抜く,ぬく,N3,19334,"to extract, to omit, to unplug"
